,data.1,engorgement,stage,host,species,depth,host.temp
19820,1.33,0.266,adult female,Fox,Groundhog,59.5,100.8333333
19821,1.2,0.24,larvae,Bird,Gulf Coast,63.6,101.2888889
19822,1.51,0.302,eggs,Racoon,Rocky Mountain Wood,65.8,101.5333333
19823,1.51,0.302,adult male,Fox,Western Blacklegged,62.4,101.1555556
19824,1.5,0.3,nymph,Deer,Brown Dog,63.3,101.2555556
19825,1.31,0.262,adult female,Fox,Gulf Coast,62.4,101.1555556
19826,1.07,0.214,adult female,Bird,Brown Dog,62.4,101.1555556
19827,1.12,0.224,adult female,Bird,Gulf Coast,62.5,101.1666667
19828,1.51,0.302,adult female,Cat,Rocky Mountain Wood,61.2,101.0222222
19829,1.51,0.302,adult female,Cat,Rocky Mountain Wood,59.4,100.8222222
19830,1.7,0.34,adult male,Racoon,Western Blacklegged,60.2,100.9111111
19831,1.03,0.206,adult female,Bird,American Dog,62,101.1111111
19832,1.5,0.3,adult male,Racoon,Rocky Mountain Wood,60,100.8888889
19833,1.51,0.302,adult female,Cat,Rocky Mountain Wood,62.7,101.1888889
19834,1.11,0.222,adult female,Bird,Groundhog,61.6,101.0666667
19835,1,0.2,adult male,Racoon,Brown Dog,61.2,101.0222222
19836,1.25,0.25,adult female,Dog,Groundhog,62.6,101.1777778
19837,1.01,0.202,nymph,Dog,Brown Dog,61.6,101.0666667
19838,1.02,0.204,adult female,Bird,Brown Dog,62.1,101.1222222
19839,1.02,0.204,adult female,Bird,Brown Dog,61.6,101.0666667
19840,1.02,0.204,adult female,Bird,Brown Dog,62.7,101.1888889
19841,1.21,0.242,adult male,Bird,Groundhog,62.8,101.2
19842,1.21,0.242,nymph,Racoon,Groundhog,62.9,101.2111111
19843,1.01,0.202,nymph,Dog,Gulf Coast,60.4,100.9333333
19844,1.13,0.226,adult female,Dog,Groundhog,62,101.1111111
19845,1.23,0.246,nymph,Fox,American Dog,62.5,101.1666667
19846,1.08,0.216,adult female,Racoon,Gulf Coast,61.4,101.0444444
19847,1.12,0.224,nymph,Bird,American Dog,60.9,100.9888889
19848,1.52,0.304,nymph,Fox,Western Blacklegged,62.8,101.2
19849,2.04,0.408,adult male,Cat,Lone Star,59.3,100.8111111
19850,1.5,0.3,nymph,Cat,Rocky Mountain Wood,63.1,101.2333333
19851,1.54,0.308,adult male,Dog,Western Blacklegged,59.9,100.8777778
19852,1.18,0.236,nymph,Bird,Groundhog,62.7,101.1888889
19853,1.22,0.244,adult female,Fox,Gulf Coast,61.9,101.1
19854,1.06,0.212,adult female,Dog,Gulf Coast,62.1,101.1222222
19855,1.2,0.24,adult female,Bird,Groundhog,62.8,101.2
19856,1.18,0.236,adult female,Bird,Gulf Coast,61.3,101.0333333
19857,1.01,0.202,larvae,Dog,Brown Dog,63.9,101.3222222
19858,1.5,0.3,nymph,Deer,American Dog,62.3,101.1444444
19859,1.06,0.212,nymph,Bird,Blacklegged,61.2,101.0222222
19860,1.04,0.208,adult female,Racoon,Groundhog,61.6,101.0666667
19861,1.19,0.238,adult female,Racoon,Groundhog,62,101.1111111
19862,1.3,0.26,adult female,Bird,Rocky Mountain Wood,61.6,101.0666667
19863,1.01,0.202,adult male,Squirrel,Gulf Coast,62.4,101.1555556
19864,1.22,0.244,adult male,Racoon,Groundhog,59.8,100.8666667
19865,1.6,0.32,adult female,Deer,Rocky Mountain Wood,62.8,101.2
19866,1.57,0.314,nymph,Bird,Western Blacklegged,61.1,101.0111111
19867,2.68,0.536,adult male,Bird,Lone Star,58.6,100.7333333
19868,1.4,0.28,adult male,Squirrel,Western Blacklegged,61.8,101.0888889
19869,1.46,0.292,adult female,Dog,Western Blacklegged,62.3,101.1444444
19870,1.09,0.218,adult female,Racoon,Gulf Coast,60.6,100.9555556
19871,1.37,0.274,adult male,Fox,Gulf Coast,60.9,100.9888889
19872,1.44,0.288,adult male,Cat,Gulf Coast,62.6,101.1777778
19873,1.52,0.304,adult male,Deer,Gulf Coast,62.2,101.1333333
19874,1.52,0.304,adult male,Deer,Brown Dog,58.3,100.7
19875,1.5,0.3,nymph,Deer,Brown Dog,63.3,101.2555556
19876,1.31,0.262,adult female,Fox,Gulf Coast,61.5,101.0555556
19877,1.31,0.262,adult female,Fox,Gulf Coast,61.5,101.0555556
19878,1.13,0.226,adult female,Dog,Groundhog,61.4,101.0444444
19879,1.12,0.224,larvae,Racoon,Brown Dog,57.9,100.6555556
19880,1.12,0.224,adult female,Squirrel,Groundhog,62,101.1111111
19881,1.23,0.246,adult female,Fox,Blacklegged,61.3,101.0333333
19882,1.5,0.3,nymph,Racoon,Western Blacklegged,62.3,101.1444444
19883,1.5,0.3,adult male,Cat,Groundhog,62.3,101.1444444
19884,1.23,0.246,adult male,Bird,Groundhog,62,101.1111111
19885,1.2,0.24,nymph,Racoon,Groundhog,61.1,101.0111111
19886,1.2,0.24,adult female,Racoon,Groundhog,62.3,101.1444444
19887,1.03,0.206,nymph,Squirrel,Gulf Coast,60.5,100.9444444
19888,1.24,0.248,nymph,Fox,Brown Dog,61.3,101.0333333
19889,1.59,0.318,larvae,Bird,Rocky Mountain Wood,63.8,101.3111111
19890,1.2,0.24,larvae,Bird,Gulf Coast,63.4,101.2666667
19891,1.2,0.24,adult male,Bird,Gulf Coast,60.2,100.9111111
19892,1.2,0.24,adult female,Bird,Gulf Coast,62.3,101.1444444
19893,1.2,0.24,nymph,Bird,Gulf Coast,60.2,100.9111111
19894,1.2,0.24,larvae,Bird,Gulf Coast,62.8,101.2
19895,2.25,0.45,nymph,Deer,Western Blacklegged,60.6,100.9555556
19896,1.51,0.302,nymph,Fox,Western Blacklegged,60.2,100.9111111
19897,1.02,0.204,adult male,Racoon,Brown Dog,61.5,101.0555556
19898,1.21,0.242,adult male,Fox,Blacklegged,62.2,101.1333333
19899,1,0.2,adult male,Racoon,Brown Dog,59.9,100.8777778
19900,1.24,0.248,adult male,Bird,Gulf Coast,62,101.1111111
19901,1.24,0.248,adult female,Bird,Gulf Coast,61.1,101.0111111
19902,1.05,0.21,adult female,Squirrel,Groundhog,61,101
19903,1.06,0.212,adult female,Bird,Gulf Coast,62.3,101.1444444
19904,1.21,0.242,adult female,Racoon,Groundhog,61.2,101.0222222
19905,1.2,0.24,nymph,Racoon,Groundhog,62.9,101.2111111
19906,1.03,0.206,adult female,Bird,American Dog,62.4,101.1555556
19907,1.09,0.218,adult male,Bird,Brown Dog,59.5,100.8333333
19908,1.53,0.306,nymph,Bird,Western Blacklegged,62.1,101.1222222
19909,1.65,0.33,adult female,Dog,Western Blacklegged,58.7,100.7444444
19910,1.21,0.242,adult male,Bird,Gulf Coast,59.5,100.8333333
19911,1.21,0.242,adult male,Bird,Gulf Coast,62.7,101.1888889
19912,1.24,0.248,adult female,Squirrel,Rocky Mountain Wood,60.4,100.9333333
19913,1.8,0.36,adult male,Cat,Western Blacklegged,61.8,101.0888889
19914,1.28,0.256,adult male,Bird,Groundhog,61.4,101.0444444
19915,1.51,0.302,nymph,Racoon,Western Blacklegged,63.2,101.2444444
19916,1.27,0.254,adult male,Squirrel,Rocky Mountain Wood,62.5,101.1666667
19917,1.51,0.302,larvae,Cat,Rocky Mountain Wood,63.7,101.3
19918,1.23,0.246,adult female,Bird,Gulf Coast,61.8,101.0888889
19919,1.4,0.28,adult male,Cat,Brown Dog,62,101.1111111
19920,1.5,0.3,larvae,Deer,Gulf Coast,64.1,101.3444444
19921,1,0.2,nymph,Racoon,Brown Dog,63.2,101.2444444
19922,2.5,0.5,adult male,Fox,Lone Star,59.9,100.8777778
19923,1.03,0.206,adult male,Squirrel,Brown Dog,61.7,101.0777778
19924,1.56,0.312,nymph,Cat,Rocky Mountain Wood,60.2,100.9111111
19925,1.01,0.202,adult male,Racoon,Brown Dog,61.8,101.0888889
19926,1.5,0.3,adult female,Fox,Western Blacklegged,62.4,101.1555556
19927,1.5,0.3,nymph,Cat,Rocky Mountain Wood,60.7,100.9666667
19928,1.56,0.312,adult male,Deer,Gulf Coast,61.1,101.0111111
19929,1.39,0.278,adult male,Racoon,Rocky Mountain Wood,62.1,101.1222222
19930,1.52,0.304,adult male,Cat,Rocky Mountain Wood,61.9,101.1
19931,1.54,0.308,adult female,Deer,Groundhog,62.7,101.1888889
19932,1.34,0.268,adult male,Dog,Groundhog,58.2,100.6888889
19933,1.08,0.216,adult female,Squirrel,Groundhog,61.9,101.1
19934,1.03,0.206,adult female,Bird,Brown Dog,61.2,101.0222222
19935,1.22,0.244,adult female,Bird,Groundhog,59.9,100.8777778
19936,1.02,0.204,adult female,Bird,American Dog,62.6,101.1777778
19937,1.23,0.246,adult male,Racoon,Groundhog,62.9,101.2111111
19938,1.2,0.24,adult female,Racoon,Groundhog,62.3,101.1444444
19939,1.2,0.24,adult female,Racoon,Groundhog,62.6,101.1777778
19940,1.66,0.332,adult male,Deer,Rocky Mountain Wood,60.7,100.9666667
19941,1.06,0.212,adult female,Bird,American Dog,61.6,101.0666667
19942,1.02,0.204,adult male,Bird,Blacklegged,61.8,101.0888889
19943,1.24,0.248,adult female,Fox,American Dog,62.3,101.1444444
19944,1.5,0.3,adult male,Fox,Western Blacklegged,62.3,101.1444444
19945,1.2,0.24,nymph,Bird,Groundhog,63.2,101.2444444
19946,1.07,0.214,adult female,Bird,Brown Dog,61.8,101.0888889
19947,2.34,0.468,adult male,Cat,Lone Star,61.5,101.0555556
19948,1.5,0.3,larvae,Dog,Western Blacklegged,64.5,101.3888889
19949,1.66,0.332,larvae,Deer,Groundhog,64.4,101.3777778
19950,1.55,0.31,adult female,Deer,Groundhog,61.4,101.0444444
19951,1.25,0.25,adult female,Fox,Groundhog,61.1,101.0111111
19952,1.53,0.306,adult male,Fox,Western Blacklegged,62.5,101.1666667
19953,1.53,0.306,adult female,Fox,Western Blacklegged,61.9,101.1
19954,1.15,0.23,adult male,Bird,Brown Dog,58.4,100.7111111
19955,1.32,0.264,adult female,Cat,American Dog,61,101
19956,1.21,0.242,adult male,Bird,Groundhog,61,101
19957,1.24,0.248,adult female,Bird,Groundhog,62.1,101.1222222
19958,1.21,0.242,nymph,Racoon,Groundhog,61.6,101.0666667
19959,1.7,0.34,adult female,Deer,Western Blacklegged,60.5,100.9444444
19960,1.11,0.222,adult female,Fox,American Dog,60.8,100.9777778
19961,1.23,0.246,adult female,Fox,Brown Dog,61.6,101.0666667
19962,1.4,0.28,adult male,Bird,Rocky Mountain Wood,62.5,101.1666667
19963,1.52,0.304,adult male,Bird,Rocky Mountain Wood,62.2,101.1333333
19964,1.08,0.216,nymph,Squirrel,Gulf Coast,60.5,100.9444444
19965,1.59,0.318,nymph,Deer,Gulf Coast,60.1,100.9
19966,1.59,0.318,nymph,Deer,Gulf Coast,60.7,100.9666667
19967,1.56,0.312,adult female,Fox,Western Blacklegged,62.1,101.1222222
19968,1.5,0.3,larvae,Squirrel,Western Blacklegged,62.4,101.1555556
19969,1.56,0.312,adult female,Dog,Western Blacklegged,61.2,101.0222222
19970,1.5,0.3,nymph,Squirrel,Western Blacklegged,63.3,101.2555556
19971,1.5,0.3,larvae,Squirrel,Western Blacklegged,63.8,101.3111111
19972,1.5,0.3,adult male,Squirrel,Western Blacklegged,58.9,100.7666667
19973,1.16,0.232,nymph,Dog,Groundhog,62.1,101.1222222
19974,1.52,0.304,adult male,Cat,Rocky Mountain Wood,61.2,101.0222222
19975,1.2,0.24,larvae,Squirrel,Groundhog,62.4,101.1555556
19976,1.23,0.246,adult female,Racoon,Gulf Coast,61.3,101.0333333
19977,1.51,0.302,adult male,Deer,Gulf Coast,62.1,101.1222222
19978,1.51,0.302,nymph,Deer,Gulf Coast,61.2,101.0222222
19979,1.51,0.302,adult male,Deer,Gulf Coast,61.8,101.0888889
19980,1.51,0.302,adult female,Deer,Gulf Coast,61.9,101.1
19981,1.01,0.202,nymph,Racoon,Brown Dog,61.9,101.1
19982,1.59,0.318,nymph,Deer,Groundhog,62.9,101.2111111
19983,1.03,0.206,adult male,Racoon,Brown Dog,61.3,101.0333333
19984,1.11,0.222,nymph,Racoon,Gulf Coast,60.7,100.9666667
19985,1.01,0.202,eggs,Dog,American Dog,66.1,101.5666667
19986,1.42,0.284,adult female,Fox,Rocky Mountain Wood,62,101.1111111
19987,1.53,0.306,adult female,Bird,Rocky Mountain Wood,61.3,101.0333333
19988,1.6,0.32,adult male,Racoon,Western Blacklegged,60.5,100.9444444
19989,1.29,0.258,adult male,Bird,Groundhog,61.9,101.1
19990,1.6,0.32,adult female,Cat,Western Blacklegged,61.9,101.1
19991,1.01,0.202,adult female,Racoon,Brown Dog,61,101
19992,1.01,0.202,nymph,Racoon,Brown Dog,61.8,101.0888889
19993,1.01,0.202,adult male,Racoon,Brown Dog,62,101.1111111
19994,1.01,0.202,adult female,Racoon,Brown Dog,61.8,101.0888889
19995,1.04,0.208,adult male,Squirrel,Gulf Coast,60.5,100.9444444
19996,1.22,0.244,larvae,Bird,Groundhog,59.9,100.8777778
19997,1.54,0.308,nymph,Cat,Groundhog,62,101.1111111
19998,1.05,0.21,nymph,Racoon,Brown Dog,61.3,101.0333333
19999,1.57,0.314,nymph,Deer,Groundhog,62,101.1111111
20000,1.5,0.3,nymph,Dog,Western Blacklegged,62.8,101.2
20001,1.71,0.342,adult male,Deer,Western Blacklegged,62.6,101.1777778
20002,1.23,0.246,adult female,Fox,Groundhog,61.5,101.0555556
20003,1.51,0.302,nymph,Fox,Rocky Mountain Wood,63.5,101.2777778
20004,1.27,0.254,adult female,Bird,Gulf Coast,60.9,100.9888889
20005,1.35,0.27,adult male,Fox,Gulf Coast,62.3,101.1444444
20006,1.2,0.24,adult female,Bird,Gulf Coast,62.4,101.1555556
20007,1.2,0.24,adult female,Bird,Gulf Coast,62,101.1111111
20008,1.02,0.204,adult female,Dog,Gulf Coast,62.6,101.1777778
20009,1.05,0.21,adult female,Bird,American Dog,60.1,100.9
20010,1.55,0.31,adult female,Deer,Gulf Coast,60.4,100.9333333
20011,0.3,0.06,nymph,Fox,Rocky Mountain Wood,61.3,101.0333333
20012,0.32,0.064,larvae,Bird,Western Blacklegged,63.4,101.2666667
20013,0.32,0.064,adult male,Bird,Western Blacklegged,61.6,101.0666667
20014,0.32,0.064,nymph,Cat,Rocky Mountain Wood,59.9,100.8777778
20015,0.32,0.064,adult male,Cat,Rocky Mountain Wood,61.1,101.0111111
20016,0.3,0.06,nymph,Fox,Rocky Mountain Wood,62.9,101.2111111
20017,0.3,0.06,nymph,Fox,Rocky Mountain Wood,60.8,100.9777778
20018,0.3,0.06,larvae,Fox,Rocky Mountain Wood,63.4,101.2666667
20019,0.32,0.064,adult male,Bird,Western Blacklegged,61,101
20020,0.3,0.06,larvae,Fox,Rocky Mountain Wood,63.9,101.3222222
20021,0.3,0.06,larvae,Dog,Western Blacklegged,63.5,101.2777778
20022,0.32,0.064,nymph,Cat,Rocky Mountain Wood,61.6,101.0666667
20023,0.32,0.064,adult female,Bird,Western Blacklegged,62.5,101.1666667
20024,0.32,0.064,nymph,Bird,Western Blacklegged,62.3,101.1444444
20025,0.32,0.064,nymph,Bird,Western Blacklegged,62.4,101.1555556
20026,0.32,0.064,larvae,Racoon,Western Blacklegged,63.8,101.3111111
20027,0.32,0.064,adult male,Racoon,Western Blacklegged,59.7,100.8555556
20028,0.3,0.06,nymph,Dog,Western Blacklegged,61.9,101.1
20029,0.3,0.06,nymph,Fox,Rocky Mountain Wood,61.2,101.0222222
20030,0.32,0.064,nymph,Deer,Gulf Coast,60.6,100.9555556
20031,0.3,0.06,nymph,Fox,Rocky Mountain Wood,62.9,101.2111111
20032,0.32,0.064,nymph,Bird,Western Blacklegged,63,101.2222222
20033,0.3,0.06,nymph,Fox,Rocky Mountain Wood,59.5,100.8333333
20034,0.32,0.064,adult male,Bird,Western Blacklegged,62.7,101.1888889
20035,0.3,0.06,nymph,Dog,Western Blacklegged,61.6,101.0666667
20036,0.3,0.06,nymph,Fox,Rocky Mountain Wood,62.9,101.2111111
20037,0.3,0.06,adult female,Cat,Groundhog,62.6,101.1777778
20038,0.3,0.06,nymph,Dog,Western Blacklegged,61.7,101.0777778
20039,0.3,0.06,larvae,Fox,Rocky Mountain Wood,63.4,101.2666667
20040,0.3,0.06,adult male,Fox,Rocky Mountain Wood,59.3,100.8111111
20041,0.42,0.084,adult female,Fox,Western Blacklegged,62,101.1111111
20042,0.42,0.084,adult female,Fox,Western Blacklegged,61.4,101.0444444
20043,0.42,0.084,adult female,Fox,Western Blacklegged,62,101.1111111
20044,0.4,0.08,adult female,Fox,Western Blacklegged,62.6,101.1777778
20045,0.41,0.082,adult female,Dog,Western Blacklegged,61.8,101.0888889
20046,0.4,0.08,adult female,Squirrel,Western Blacklegged,62,101.1111111
20047,0.28,0.056,adult female,Dog,Gulf Coast,62,101.1111111
20048,0.28,0.056,adult female,Dog,Gulf Coast,61.4,101.0444444
20049,0.28,0.056,adult female,Squirrel,Groundhog,62.4,101.1555556
20050,0.35,0.07,adult female,Squirrel,Western Blacklegged,62.4,101.1555556
20051,0.31,0.062,adult male,Bird,Gulf Coast,61.2,101.0222222
20052,0.31,0.062,nymph,Bird,Gulf Coast,62.9,101.2111111
20053,0.31,0.062,adult male,Racoon,Groundhog,61.2,101.0222222
20054,0.31,0.062,adult female,Racoon,Groundhog,62.3,101.1444444
20055,0.31,0.062,adult female,Fox,Brown Dog,62.6,101.1777778
20056,0.31,0.062,nymph,Racoon,Groundhog,61.4,101.0444444
20057,0.31,0.062,nymph,Racoon,Groundhog,62.9,101.2111111
20058,0.31,0.062,adult female,Bird,Gulf Coast,62.1,101.1222222
20059,0.31,0.062,larvae,Bird,Gulf Coast,63.2,101.2444444
20060,0.31,0.062,adult female,Fox,Brown Dog,62.2,101.1333333
20061,0.31,0.062,nymph,Racoon,Groundhog,62.9,101.2111111
20062,0.31,0.062,nymph,Bird,Gulf Coast,63,101.2222222
20063,0.31,0.062,adult male,Racoon,Groundhog,60.8,100.9777778
20064,0.31,0.062,adult female,Racoon,Groundhog,62.1,101.1222222
20065,0.31,0.062,adult female,Racoon,Groundhog,62.6,101.1777778
20066,0.31,0.062,adult female,Racoon,Groundhog,60.8,100.9777778
20067,0.31,0.062,larvae,Bird,Gulf Coast,63.8,101.3111111
20068,0.31,0.062,adult female,Fox,Brown Dog,61.1,101.0111111
20069,0.31,0.062,adult female,Racoon,Groundhog,62.3,101.1444444
20070,0.31,0.062,adult female,Bird,Gulf Coast,62.1,101.1222222
20071,1.27,0.254,nymph,Bird,Groundhog,60.3,100.9222222
20072,1.27,0.254,adult male,Bird,Groundhog,61,101
20073,1.51,0.302,nymph,Deer,Brown Dog,62.6,101.1777778
20074,1.51,0.302,larvae,Squirrel,Western Blacklegged,64.1,101.3444444
20075,1.45,0.29,adult male,Fox,Gulf Coast,60.6,100.9555556
20076,1.01,0.202,adult female,Racoon,Gulf Coast,61.7,101.0777778
20077,1,0.2,nymph,Racoon,Brown Dog,60,100.8888889
20078,1,0.2,nymph,Racoon,Brown Dog,62.9,101.2111111
20079,1.5,0.3,adult female,Cat,Rocky Mountain Wood,59.4,100.8222222
20080,1.5,0.3,larvae,Cat,Groundhog,63.3,101.2555556
20081,1.18,0.236,adult female,Bird,Gulf Coast,61.9,101.1
20082,1.21,0.242,adult female,Racoon,Groundhog,62.9,101.2111111
20083,1.33,0.266,adult female,Fox,Gulf Coast,59.3,100.8111111
20084,1.13,0.226,nymph,Squirrel,Groundhog,62.9,101.2111111
20085,1.12,0.224,adult male,Bird,American Dog,60.9,100.9888889
20086,1.37,0.274,adult male,Fox,Groundhog,62.5,101.1666667
20087,1.2,0.24,larvae,Dog,Groundhog,61.8,101.0888889
20088,1.12,0.224,nymph,Bird,Brown Dog,62.6,101.1777778
20089,1.18,0.236,adult female,Bird,Groundhog,62.7,101.1888889
20090,1.52,0.304,adult male,Fox,Rocky Mountain Wood,61.2,101.0222222
20091,1.06,0.212,adult female,Dog,Gulf Coast,62.1,101.1222222
20092,1.5,0.3,adult male,Deer,American Dog,62.3,101.1444444
20093,1.01,0.202,larvae,Dog,Brown Dog,63.9,101.3222222
20094,1.57,0.314,adult male,Bird,Western Blacklegged,61.1,101.0111111
20095,1.41,0.282,adult male,Bird,Rocky Mountain Wood,62.1,101.1222222
20096,1.51,0.302,adult male,Cat,Rocky Mountain Wood,58.6,100.7333333
20097,1.26,0.252,adult female,Dog,Rocky Mountain Wood,61.5,101.0555556
20098,1.51,0.302,nymph,Bird,Western Blacklegged,63.2,101.2444444
20099,1.51,0.302,adult female,Cat,Rocky Mountain Wood,62.8,101.2
20100,1.25,0.25,nymph,Bird,Groundhog,63.5,101.2777778
20101,1.22,0.244,nymph,Racoon,Groundhog,62.3,101.1444444
20102,1.22,0.244,adult male,Racoon,Groundhog,62,101.1111111
20103,1.9,0.38,eggs,Fox,Western Blacklegged,67.1,101.6777778
20104,1.2,0.24,nymph,Bird,Gulf Coast,61,101
20105,1.37,0.274,adult male,Fox,Gulf Coast,60.9,100.9888889
20106,1.01,0.202,adult male,Racoon,Brown Dog,59.3,100.8111111
20107,1.5,0.3,nymph,Bird,Western Blacklegged,60.7,100.9666667
20108,1.5,0.3,larvae,Cat,Rocky Mountain Wood,64,101.3333333
20109,1.5,0.3,adult female,Bird,Western Blacklegged,61.4,101.0444444
20110,1.5,0.3,adult female,Bird,Western Blacklegged,62,101.1111111
20111,1.5,0.3,adult male,Cat,Rocky Mountain Wood,61.8,101.0888889
20112,1.5,0.3,nymph,Bird,Western Blacklegged,58.5,100.7222222
20113,1.25,0.25,nymph,Bird,Gulf Coast,62.7,101.1888889
20114,1.52,0.304,adult male,Deer,Gulf Coast,62.2,101.1333333
20115,1.2,0.24,adult male,Racoon,Gulf Coast,62.3,101.1444444
20116,1.51,0.302,nymph,Racoon,Western Blacklegged,62.7,101.1888889
20117,1.29,0.258,adult female,Bird,Groundhog,62.5,101.1666667
20118,1.31,0.262,adult female,Fox,Gulf Coast,61.5,101.0555556
20119,1.31,0.262,adult female,Fox,Gulf Coast,61.5,101.0555556
20120,1.22,0.244,adult male,Bird,Gulf Coast,62.2,101.1333333
20121,1.58,0.316,adult male,Cat,Groundhog,59.4,100.8222222
20122,1.24,0.248,adult female,Bird,Gulf Coast,61.9,101.1
20123,1.23,0.246,adult female,Fox,Blacklegged,61.3,101.0333333
20124,1.64,0.328,adult male,Cat,Western Blacklegged,61.3,101.0333333
20125,1.2,0.24,adult female,Racoon,Groundhog,61.2,101.0222222
20126,1.5,0.3,nymph,Cat,Rocky Mountain Wood,60.4,100.9333333
20127,1.65,0.33,adult male,Cat,Western Blacklegged,62,101.1111111
20128,1.2,0.24,adult female,Racoon,Groundhog,62.3,101.1444444
20129,1.04,0.208,adult female,Bird,Brown Dog,62.5,101.1666667
20130,1.1,0.22,nymph,Bird,Blacklegged,60.5,100.9444444
20131,1.15,0.23,adult female,Bird,Brown Dog,62.5,101.1666667
20132,1.12,0.224,adult female,Bird,Brown Dog,62.5,101.1666667
20133,1.55,0.31,adult male,Deer,Gulf Coast,62.6,101.1777778
20134,1.55,0.31,adult male,Fox,Gulf Coast,60.8,100.9777778
20135,1.57,0.314,adult male,Deer,Gulf Coast,61.3,101.0333333
20136,1.2,0.24,adult male,Bird,Gulf Coast,61.4,101.0444444
20137,1.22,0.244,adult female,Fox,Groundhog,61.3,101.0333333
20138,1.2,0.24,adult female,Bird,Gulf Coast,62.4,101.1555556
20139,1.2,0.24,adult female,Bird,Gulf Coast,62.3,101.1444444
20140,1.2,0.24,adult male,Bird,Gulf Coast,60.2,100.9111111
20141,1.2,0.24,nymph,Bird,Gulf Coast,63.4,101.2666667
20142,1.29,0.258,adult male,Squirrel,Rocky Mountain Wood,62.7,101.1888889
20143,1.51,0.302,adult male,Fox,Western Blacklegged,60.2,100.9111111
20144,1.43,0.286,adult female,Bird,Rocky Mountain Wood,62.8,101.2
20145,1.2,0.24,adult male,Dog,Groundhog,62.2,101.1333333
20146,1.2,0.24,adult male,Bird,Gulf Coast,62.4,101.1555556
20147,1,0.2,adult male,Racoon,Brown Dog,59.9,100.8777778
20148,1,0.2,adult male,Racoon,Brown Dog,61.3,101.0333333
20149,1.2,0.24,adult male,Bird,Gulf Coast,62.8,101.2
20150,1.5,0.3,adult male,Deer,Brown Dog,61.8,101.0888889
20151,1.52,0.304,adult female,Deer,Gulf Coast,62.3,101.1444444
20152,1.03,0.206,adult female,Bird,American Dog,62.4,101.1555556
20153,1.22,0.244,adult female,Bird,Gulf Coast,62.5,101.1666667
20154,1.65,0.33,adult female,Deer,Rocky Mountain Wood,62.2,101.1333333
20155,1.04,0.208,adult male,Racoon,Brown Dog,62.1,101.1222222
20156,1.31,0.262,adult female,Cat,Gulf Coast,61.8,101.0888889
20157,1.03,0.206,adult female,Squirrel,Gulf Coast,61.8,101.0888889
20158,1.5,0.3,adult female,Fox,Western Blacklegged,62.8,101.2
20159,1.21,0.242,adult male,Bird,Gulf Coast,62.7,101.1888889
